"annotation_id","annotator","char_count","combined_text","created_at","filing_date","finbert_confidence","finbert_label","id","label","lead_time","paragraph_id","risk_heading","risk_section","split","ticker","updated_at"
1768,"1",881,"Economic and Strategic Risks
Our operating results are subject to quarterly and seasonal sales patterns. The profile of our sales may be weighted differently during the year. A large portion of our quarterly sales have historically been made in the last month of the quarter. This uneven sales pattern makes prediction of revenue for each financial period difficult and increases the risk of unanticipated variations in quarterly results and financial condition. In addition, our operating results tend to vary seasonally with the markets in which our products are sold. For example, historically, our net revenue has been generally higher in the second half of the year than in the first half of the year, although market conditions and product transitions could impact these trends. Many of the factors that create and affect quarterly and seasonal trends are beyond our control.","2026-03-13T06:25:23.241782Z","2023-02-27",0.9843,"Non-ESG",273,"Non-ESG",14.038,"AMD_2023_RISK_024","Economic and Strategic Risks","Economic and Strategic Risks","","AMD","2026-03-13T06:25:23.241791Z"
1769,"1",1759,"A change in the assumptions regarding the future performance of our businesses or a different weighted-average cost of capital used to value our reporting units or our indefinite-lived intangible assets could negatively affect our consolidated results of operations and net worth.
Reaching a determination on useful life requires significant judgments and assumptions regarding the future effects of obsolescence, demand, competition, other economic factors (such as the stability of the industry, known technological advances, legislative action that results in an uncertain or changing regulatory environment, and expected changes in distribution channels), the level of required maintenance expenditures, and the expected lives of other related groups of assets. Our indefinite-lived intangible assets are also tested for impairment annually and whenever events or changes in circumstances indicate that impairment may have occurred. Our estimate of the fair value of the brands is based on a discounted cash flow model using inputs including projected revenues from our long-range plan, assumed royalty rates which could be payable if we did not own the brands, and a discount rate. If current expectations for growth rates for sales and margins are not met, or other market factors and macroeconomic conditions that could be affected by the COVID-19 pandemic or otherwise were to change, then our indefinite-lived intangible assets could become significantly impaired. Our Progresso, Green Giant, and EPIC brands had experienced declining business performance, and we continue to monitor these businesses. For further information on goodwill and intangible assets, please refer to Note 6 to the Consolidated Financial Statements in Item 8 of this report.","2026-03-13T06:25:55.452218Z","2021-06-30",0.9784,"Non-ESG",274,"Non-ESG",31.882,"GIS_2021_RISK_019","A change in the assumptions regarding the future performance of our businesses or a different weighted-average cost of capital used to value our reporting units or our indefinite-lived intangible assets could negatively affect our consolidated results of operations and net worth.","Business and Industry Risks","","GIS","2026-03-13T06:25:55.452229Z"
1770,"1",1380,"Strategic and Operational Risks
The costs to eliminate or address security threats and vulnerabilities before or after a cyber-incident could be significant. Our remediation efforts may not be successful and could result in interruptions, delays, or cessation of service and loss of existing or potential customers. In addition, the unauthorized dissemination of sensitive personal information, proprietary information or confidential information about us, our customers or other third parties could expose our customers' and their private information to the risk of financial or medical identity theft. Unauthorized dissemination of confidential and proprietary information about our business and strategy could also negatively affect the achievement of our strategic initiatives. Such events could cause us to breach our contractual obligations and violate applicable laws. These events would negatively affect our ability to compete, others' trust in us, our reputation, customer base and revenues and expose us to mandatory disclosure requirements, government investigations, litigation and other enforcement proceedings, material fines, penalties or remediation costs and compensatory, special, punitive and statutory damages, consent orders and other adverse actions, any of which could adversely affect our business, results of operations, financial condition or liquidity.","2026-03-13T06:26:53.211442Z","2022-02-24",0.8375,"Product Liability",275,"Product Liability",57.44,"CI_2022_RISK_049","Strategic and Operational Risks","Strategic and Operational Risks","","CI","2026-03-13T06:26:53.211454Z"
1771,"1",1579,"Risks Related to the Jurisdictions in Which We Operate
Our Merian operation in Suriname is subject to political and economic risks. We hold a 75% interest in the Merian gold mine (“Merian”) in the mid-eastern part of Suriname. Suriname has experienced political instability and uncertainty in the past which may continue in future years. Suriname is faced with high debts to foreign creditors, significant inflation rates and has experienced a hyperinflationary economy. Significant devaluation of the Surinamese dollar against the U.S. dollar in recent years has resulted in an increase of the prices of certain goods and services within Suriname, including without limitation, the price of fuel, which had been subsidized by successive governments. The government of Suriname recently passed a new law to introduce Value Added Tax, which came into effect on January 1, 2023 and has drastically increased the cost of living and negatively impacts the purchasing power of the residents of Suriname, including our employees. These impacts and negative economic trends can cause social unrest, which may present risks for our operations in Suriname. Operations and development in Suriname are governed by a mineral agreement with the Republic of Suriname. The mineral agreement was approved by parliament and requires approval by parliament to change. However, in 2021, the government made requests for prepayment of taxes and special solidarity payments in light of budgetary concerns, it is possible that the government may request changes to the mineral agreement in the future.","2026-03-13T06:28:19.695562Z","2023-02-23",0.7161,"Community Relations",276,"Non-ESG",86.106,"NEM_2023_RISK_102","Risks Related to the Jurisdictions in Which We Operate","Risks Related to Our Industry","","NEM","2026-03-13T06:28:19.695570Z"
1772,"1",1771,"Market, Capital, and Liquidity risks
Events or developments that have a negative impact on any particular industry, group of related industries, or geographic region may have a greater adverse effect on our investment portfolio to the extent that the portfolio is concentrated within those issuers, sectors, or industries.•Liquidity risk - the risk that we will not be able to convert investment securities into cash on favorable terms and on a timely basis, or that we will not be able to sell them at all, when desired. Disruptions in the financial markets or a lack of buyers for the specific securities that we are trying to sell, could prevent us from liquidating securities or cause a reduction in prices to levels that are not acceptable to us.•Reinvestment risk - the possibility that the cash flows produced by an investment will have to be reinvested at a reduced rate of return. Approximately 42% of our fixed maturity portfolio is expected to mature over the next three years. Our equity securities have exposure to price risk. Equity markets, sectors, industries, and individual securities may also be subject to some of the same risks that affect our fixed income portfolio, as discussed above. All of our fixed income and equity securities are subject to market volatility. To the extent that future market volatility negatively impacts our investments, our financial condition will be negatively impacted. We review the fixed income portfolio on a continuous basis to evaluate positions that are in an unrealized loss position to determine whether impairments are a result of credit loss or other factors. Inherent in management's evaluation of a security are assumptions and estimates about the operations of the issuer and its future earnings potential.","2026-03-13T06:30:30.556424Z","2022-02-24",0.9717,"Non-ESG",277,"Non-ESG",130.454,"ERIE_2022_RISK_028","Market, Capital, and Liquidity risks","Market, Capital, and Liquidity risks","","ERIE","2026-03-13T06:30:30.556432Z"
1773,"1",2049,"The COVID-19 pandemic has caused substantial disruption in television production, financial markets and economies worldwide, both of which could result in adverse effects on our business, operations, stock price and ability to raise capital.
The COVID-19 pandemic has negatively impacted the global economy and continues to create significant volatility and disruption in the credit and financial markets, and while some economic disruption may ease from time to time, such disruption is expected to continue and may worsen for an undetermined period of time. There is a significant degree of uncertainty and lack of visibility as to the extent and duration of the global economic disruption caused by COVID-19; however, a prolonged disruption, slowdown or recession could materially adversely affect our credit ratings, stock price, ability to access capital on favorable terms and ability to meet our liquidity needs. Our businesses, as with other businesses globally, have been significantly affected by the COVID-19 pandemic both domestically and internationally, including as a result of governmentally imposed shutdowns, workforce realignments, labor and supply chain interruptions, and quarantines and travel restrictions, among other factors. Shutdowns and/or restrictions relating to television production activity have impacted, and may continue to impact, various aspects of project scheduling, completion and budgets, as well as revenue streams tied to projected release or availability dates. All such impacts may continue for an indefinite length of time. Our actions to limit the adverse effects of COVID-19 on our financial condition may not be successful, as the extent and duration of the adverse effects of the pandemic is not determinable and depends on future developments, which are highly uncertain and cannot be predicted. Events resulting from the effects of COVID-19 may negatively impact our ability to comply with our financial covenants. Also, additional funding may not be available to us on acceptable terms or at all.","2026-03-13T06:31:15.562071Z","2022-02-24",0.8052,"Non-ESG",278,"Non-ESG",44.576,"WBD_2022_RISK_022","The COVID-19 pandemic has caused substantial disruption in television production, financial markets and economies worldwide, both of which could result in adverse effects on our business, operations, stock price and ability to raise capital.","Risks Related to the COVID-19 Pandemic","","WBD","2026-03-13T06:31:15.562080Z"
1774,"1",1175,"If we were to experience a downgrade in our credit ratings to below investment grade or otherwise fail to satisfy the credit standards in our agreements with our counterparties or regulatory financial requirements, we would be required to provide significant amounts of collateral that could affect our liquidity and we could experience higher borrowing costs.
Our business is subject to credit quality standards that could require market participants to post collateral for their obligations upon a decline in ratings. We are also subject to certain financial requirements under NRC regulations as a result of our operation of nuclear power plants that could require us to provide cash collateral or surety bonds if those requirements are not met. One or both events could adversely affect available liquidity and, in the case of a rating downgrade, borrowing and credit support costs. See ITEM 7. MANAGEMENT'S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS – Liquidity and Capital Resources – Credit Matters – Market Conditions and Security Ratings for additional information regarding the potential impacts of credit downgrades on our cash flows.","2026-03-13T06:32:13.435460Z","2022-02-25",0.9826,"Non-ESG",279,"Non-ESG",57.511,"CEG_2022_RISK_007","If we were to experience a downgrade in our credit ratings to below investment grade or otherwise fail to satisfy the credit standards in our agreements with our counterparties or regulatory financial requirements, we would be required to provide significant amounts of collateral that could affect our liquidity and we could experience higher borrowing costs.","","","CEG","2026-03-13T06:32:13.435473Z"
1775,"1",1148,"Government and Political Factors
We also may be adversely affected by the outcome of litigation, especially in countries such as the United States in which very large and unpredictable punitive damage awards may occur; by government enforcement proceedings alleging non-compliance with applicable laws or regulations; or by state and local government actors as well as private plaintiffs acting in parallel that attempt to use the legal system to promote public policy agendas (including seeking to reduce the production and sale of hydrocarbon products though litigation targeting the company or other industry participants), gain political notoriety, or obtain monetary awards from the company. Security concerns. Successful operation of particular facilities or projects may be disrupted by civil unrest, acts of sabotage or terrorism, cybersecurity attacks, the application of national security laws or policies that result in restricting our ability to do business in a particular jurisdiction, and other local security concerns. Such concerns may require us to incur greater costs for security or to shut down operations for a period of time.","2026-03-13T06:33:28.388111Z","2022-02-23",0.5842,"Product Liability",280,"Non-ESG",74.628,"XOM_2022_RISK_006","Government and Political Factors","Government and Political Factors","","XOM","2026-03-13T06:33:28.388122Z"
1776,"1",166,"Risks Related to the Separation
We may not be able to engage in desirable capital-raising or strategic transactions as a result of the Separation and the related TMA.","2026-03-13T06:33:32.618539Z","2022-02-04",0.9731,"Non-ESG",281,"Non-ESG",3.852,"OTIS_2022_RISK_059","Risks Related to the Separation","Risks Related to the Separation","","OTIS","2026-03-13T06:33:32.618550Z"
1777,"1",1965,"Risks Related to Our Business
Our operating results are subject to substantial quarterly and annual fluctuations. Our operating results have fluctuated in the past and are likely to fluctuate in the future. These fluctuations may occur on a quarterly and annual basis and are due to a number of factors, many of which are beyond our control. In addition to many of the risks described elsewhere in this “Risk Factors” section, these factors include, among others:•the timing of launches by our customers of new product in which our products are included and changes in end-user demand for our customers’ the products;•fluctuations in the levels of component or product inventories held by our customers;•the shift to cloud-based IT solutions and services, such as hyperscale computing, which may adversely affect the timing and volume of sales of our products for use in traditional enterprise data centers;•the timing of new software contracts and renewals, as well as the timing of any terminations of software contracts that require us to refund to customers any pre-paid amounts under the contract;•our ability to timely develop, introduce and market new products and technologies;•the timing and extent of our software license and subscription revenue, and other non-product revenue;•new product announcements and introductions by us or our competitors;•seasonality or other fluctuations in demand in our markets;•timing and amount of research and development and related new product expenditures, and the timing of receipt of any research and development grant monies; and•timing of any regulatory changes, particularly with respect to trade sanctions and customs duties and tariffs, and tax reform. The foregoing factors are often difficult to predict, and these, as well as other factors, could materially adversely affect our quarterly or annual operating results. In addition, a significant amount of our operating expenses are relatively fixed in nature.","2026-03-13T06:33:45.696256Z","2021-12-17",0.9825,"Non-ESG",282,"Non-ESG",12.764,"AVGO_2021_RISK_041","Risks Related to Our Business","Risks Related to Our Business","","AVGO","2026-03-13T06:33:45.696267Z"
1778,"1",205,"Risks Related to Our Business
We urge our stockholders to consult with their legal and tax advisors with respect to any such legislation and the potential tax consequences of investing in our common stock.","2026-03-13T06:33:51.776871Z","2022-02-25",0.9539,"Corporate Governance",283,"Corporate Governance",5.789,"IR_2022_RISK_046","Risks Related to Our Business","Risks Related to Our Business","","IR","2026-03-13T06:33:51.776880Z"
1779,"1",1044,"•Certain provisions of Maryland law may limit the ability of a third-party to acquire control of Host Inc. Certain provisions of the MGCL may have the effect of inhibiting a third-party from acquiring Host Inc., including:
Host Inc.’s charter contains provisions relating to restrictions on transfer and ownership of Host Inc.’s stock, fixing the size of the Board of Directors within the range set forth in the charter, removal of directors, the filling of vacancies, exculpation and indemnification of directors, calling special stockholder meetings and other provisions, all of which may be amended only by a resolution adopted by the Board of Directors and approved by Host Inc.’s stockholders holding two-thirds of the votes entitled to be cast on the matter. These provisions may make it more difficult to amend Host Inc.’s charter to alter the provisions described herein that could delay, defer or prevent a transaction or a change in control or the acquisition of Host Inc. common stock, without the approval of the Board of Directors.","2026-03-13T06:33:59.064981Z","2022-02-24",0.9944,"Corporate Governance",284,"Corporate Governance",6.967,"HST_2022_RISK_049","•Certain provisions of Maryland law may limit the ability of a third-party to acquire control of Host Inc. Certain provisions of the MGCL may have the effect of inhibiting a third-party from acquiring Host Inc., including:","Financial Risks and Risks of Operation","","HST","2026-03-13T06:33:59.065012Z"
1780,"1",2034,"Risks Related to the Use of Technology
Under these agreements, we may be responsible for certain losses and penalties if one of our merchant customers suffers a data security breach. Over the last few years, several large companies disclosed that they had suffered substantial data security breaches compromising millions of user accounts and credentials. Moreover, to the extent more consumer confidential information becomes available to bad actors through the cumulative effect of data breaches at companies generally, bad actors may find it easier to use such information to gain access to our customer accounts. Other cyber attacks are not focused on gaining access to credit card or user credential information, but instead seek access to a range of other types of confidential information, such as internal emails and other forms of customer financial information. Ransomware attacks have sought to deny access to data and possibly shut down systems and devices maintained by target companies. In a ransomware attack, system data is encrypted or access is otherwise denied, accompanied by a demand for ransom to restore access to the data. A number of companies have fallen victim to BEC scams in recent years. BEC scams involve using social engineering to cause employees to wire funds to the perpetrators in the mistaken belief that the requests were made by a company executive or established vendor. Attacks on our customers may put these relationships at risk, particularly if customers’ ability to continue operations is impaired due to the losses suffered. Other attacks in recent years have included distributed denial of service cyber attacks, in which individuals or organizations flood commercial websites with extraordinarily high volumes of traffic with the goal of disrupting the ability of commercial enterprises to process transactions and possibly making their websites unavailable to customers for extended periods of time. We (as well as other financial services companies) have been subject to such attacks.","2026-03-13T06:34:10.771078Z","2022-02-25",0.9353,"Product Liability",285,"Product Liability",11.399,"PNC_2022_RISK_048","Risks Related to the Use of Technology","Risks Related to the Use of Technology","","PNC","2026-03-13T06:34:10.771087Z"
1781,"1",455,"Our operations depend on compliance with complex FDA and comparable international regulations. Failure to obtain broad approvals on a timely basis or to maintain compliance could delay or halt commercialization of our products.
Failure to comply with these or other requirements imposed by FDA could result in significant civil monetary penalties, fines, suspensions of regulatory approvals, product recalls, seizure of products and criminal prosecutions.","2026-03-13T06:34:28.068010Z","2022-02-23",0.4858,"Non-ESG",286,"Business Ethics & Values",16.944,"GILD_2022_RISK_023","Our operations depend on compliance with complex FDA and comparable international regulations. Failure to obtain broad approvals on a timely basis or to maintain compliance could delay or halt commercialization of our products.","Regulatory and Other Legal Risks","","GILD","2026-03-13T06:34:28.068018Z"
1782,"1",1917,"Operational and Execution Risks
Our customers have no obligation to renew their subscriptions for our services after the expiration of their contractual subscription period, which is typically 12 to 36 months, and in the normal course of business, some customers have elected not to renew. In addition, our customers may renew for fewer subscriptions, renew for shorter contract lengths, or switch to lower cost offerings of our services. It is difficult to predict attrition rates given our varied customer base of enterprise and small and medium-size business customers and the number of multi-year subscription contracts. Historically, our subscription and support revenues primarily consisted of subscription fees; however, with the May 2018 acquisition of MuleSoft and the August 2019 acquisition of Tableau, subscription and support revenues also now include term software license sales. We have less experience forecasting the renewal rates of such term software license sales. Our attrition rates may increase or fluctuate as a result of a number of factors, including customer dissatisfaction with our services, customers’ spending levels, mix of customer base, decreases in the number of users at our customers, competition, pricing increases or changes and deteriorating general economic conditions, including as a result of the COVID-19 pandemic. Our future success also depends in part on our ability to sell additional features and services, more subscriptions or enhanced editions of our services to our current customers. This may also require increasingly sophisticated and costly sales efforts that are targeted at senior management. Similarly, the rate at which our customers purchase new or enhanced services depends on a number of factors, including general economic conditions and that our customers do not react negatively to any price changes related to these additional features and services.","2026-03-13T06:34:49.479977Z","2021-03-17",0.9665,"Non-ESG",287,"Non-ESG",21.049,"CRM_2021_RISK_037","Operational and Execution Risks","Operational and Execution Risks","","CRM","2026-03-13T06:34:49.480002Z"
1783,"1",746,"We are subject to the risk of increased taxes.
Several jurisdictions in which we operate have tax laws with detailed transfer pricing rules that require that all transactions with non-resident related parties be priced using arm’s length pricing principles, and that contemporaneous documentation must exist to support such pricing. There is a risk that the taxing authorities may not deem our transfer pricing documentation acceptable. In addition, the Organization for Economic Cooperation and Development continues to issue guidelines and proposals related to Base Erosion and Profit Shifting which may result in legislative changes that could reshape international tax rules in numerous countries and negatively impact our effective tax rate.","2026-03-13T06:41:26.897251Z","2021-10-22",0.8583,"Non-ESG",288,"Non-ESG",396.936,"JBL_2021_RISK_044","We are subject to the risk of increased taxes.","Financial Risks","","JBL","2026-03-13T06:41:26.897271Z"
1784,"1",2059,"WE MAY INCUR LOSSES ASSOCIATED WITH CURRENCY FLUCTUATIONS AND MAY NOT BE ABLE TO EFFECTIVELY HEDGE OUR EXPOSURE.
Our operating results are subject to volatility due to fluctuations in foreign currency exchange rates. Our primary exposure to fluctuations in foreign currency exchange rates relates to revenue and operating expenses denominated in currencies other than the U.S. dollar. The weakening of foreign currencies relative to the U.S. dollar adversely affects our foreign currency-denominated revenue. Margins on OUS revenue could also be materially adversely affected by foreign currency exchange rate fluctuations, as we may not be able to raise local prices to fully offset the strengthening of the U.S. dollar. Conversely, the strengthening of foreign currencies relative to the U.S. dollar, while generally beneficial to our foreign currency-denominated revenue and earnings, may cause us to reduce pricing on our products in our OUS markets and may cause us to incur losses on our foreign currency hedging instruments, thereby limiting the benefit that strengthened foreign currencies could have on our results of operations. We attempt to mitigate a portion of these risks through foreign currency hedging, based on our judgment of the appropriate trade-offs among risk, opportunity, and expense. Although we have established a hedging program to partially hedge our exposure to foreign currency exchange rate fluctuations, primarily related to transactions denominated in the Euro, the British Pound, the Japanese Yen, the Korean Won, the New Taiwan Dollar, and the Swiss Franc, and we regularly review our hedging program and make adjustments as necessary, our hedging activities may not offset more than a portion of the adverse financial impact caused by unfavorable movement in foreign currency exchange rates, which could materially adversely affect our financial condition or results of operations. See “Item 7A. Quantitative and Qualitative Disclosures About Market Risk” for additional discussion on the impact of foreign exchange risk.","2026-03-13T06:41:31.908275Z","2023-02-10",0.9849,"Non-ESG",289,"Non-ESG",4.573,"ISRG_2023_RISK_031","WE MAY INCUR LOSSES ASSOCIATED WITH CURRENCY FLUCTUATIONS AND MAY NOT BE ABLE TO EFFECTIVELY HEDGE OUR EXPOSURE.","RISKS RELATING TO OUR BUSINESS","","ISRG","2026-03-13T06:41:31.908285Z"
1785,"1",822,"Increased competitive pressures may reduce our revenues or increase our costs.
Increased competition may divert consumers from our creative or other products, or to other products or other forms of entertainment, which could reduce our revenue or increase our marketing costs. Competition for the acquisition of resources can increase the cost of producing our products and services, deprive us of talent necessary to produce high quality creative material or increase the cost of compensation for our employees. Such competition may also reduce, or limit growth in, prices for our products and services, including advertising rates and subscription fees at our media networks, parks and resorts admissions and room rates, prices for consumer products from which we derive license revenues, and fees for our DTC offerings.","2026-03-13T06:42:32.448385Z","2021-11-24",0.9455,"Non-ESG",290,"Non-ESG",60.036,"DIS_2021_RISK_022","Increased competitive pressures may reduce our revenues or increase our costs.","","","DIS","2026-03-13T06:42:32.448403Z"
1786,"1",1999,"Intellectual Property Risks
Much of our business and many of our products rely on key technologies developed or licensed by third parties. For example, many of our software offerings are developed using software components or other intellectual property licensed from third parties, including through both proprietary and open source licenses. These third-party software components may become obsolete, defective or incompatible with future versions of our products, or our relationship with the third party may deteriorate, or our agreements with the third party may expire or be terminated. We may face legal or business disputes with licensors that may threaten or lead to the disruption of inbound licensing relationships. In order to remain in compliance with the terms of our licenses, we must carefully monitor and manage our use of third-party software components, including both proprietary and open source license terms that may require the licensing or public disclosure of our intellectual property without compensation or on undesirable terms. Additionally, some of these licenses may not be available to us in the future on terms that are acceptable or that allow our product offerings to remain competitive. Our inability to obtain licenses or rights on favorable terms could have a material effect on our business, including our financial condition and results of operations. In addition, it is possible that as a consequence of a merger or acquisition, third parties may obtain licenses to some of our intellectual property rights or our business may be subject to certain restrictions that were not in place prior to such transaction. Because the availability and cost of licenses from third parties depends upon the willingness of third parties to deal with us on the terms we request, there is a risk that third parties who license to our competitors will either refuse to license us at all, or refuse to license us on terms equally favorable to those granted to our competitors.","2026-03-13T06:43:38.550550Z","2021-12-10",0.9375,"Non-ESG",291,"Non-ESG",65.732,"HPE_2021_RISK_048","Intellectual Property Risks","Intellectual Property Risks","","HPE","2026-03-13T06:43:38.550558Z"
1787,"1",213,"Financial and Related Regulatory, Including Tax, Risks
Our outstanding debt could adversely affect our cash flows and financial flexibility, and we may not be able to obtain financing on favorable terms or at all.","2026-03-13T06:43:43.940806Z","2022-02-24",0.9908,"Non-ESG",292,"Non-ESG",5.006,"WTW_2022_RISK_084","Financial and Related Regulatory, Including Tax, Risks","Risk Factors","","WTW","2026-03-13T06:43:43.940825Z"
1788,"1",1958,"Credit and Liquidity Risks
Tight credit markets could impact our ability to obtain financing on reasonable terms or increase the cost of existing or future financing and interest rate fluctuations could adversely impact our results. As of December 31, 2021, we had $390.0 of outstanding debt obligations, of which $365.0 is senior unsecured promissory notes issued under our master note agreement (the Master Note Agreement), while $25.0 is loans outstanding under our revolving credit facility (the Credit Facility). Loans under the Credit Facility bear interest at a rate per annum based on the London Interbank Offered Rate (LIBOR) and mature on November 30, 2023. The notes issued under our Master Note Agreement consist of seven series and are described in further detail in Note 9 of the Notes to Consolidated Financial Statements included later in this Form 10-K. During periods of volatility and disruption in the United States credit markets, financing may become more costly and more difficult to obtain. This was a factor most recently in 2020. The turmoil that came with the onset of the COVID-19 pandemic did not have a significant adverse impact on our liquidity or borrowing costs given our low level of indebtedness at that time. However, the availability of funds tightened and credit spreads on corporate debt increased. We currently have the capacity under our Credit Facility and Master Note Agreement to increase borrowings in the future. If credit market volatility were to return, the cost of servicing any existing balances on our Credit Facility at that time could increase due to the LIBOR-based interest rate provided for under our Credit Facility. On March 5, 2021, the U.K. Financial Conduct Authority announced that immediately after December 31, 2021, publication of certain LIBOR settings would permanently cease, with most other LIBOR settings, including 1 month, 3 month, and 6 month LIBOR settings ceasing on June 30, 2023.","2026-03-13T06:43:49.429172Z","2022-02-07",0.9897,"Non-ESG",293,"Non-ESG",5.068,"FAST_2022_RISK_027","Credit and Liquidity Risks","Credit and Liquidity Risks","","FAST","2026-03-13T06:43:49.429180Z"
1789,"1",165,"RISKS RELATED TO RESERVES AND LEASEHOLD ACREAGE
Discoveries or acquisitions of additional reserves are needed to avoid a material decline in reserves and production.","2026-03-13T06:46:05.497977Z","2022-02-22",0.9921,"Non-ESG",294,"Non-ESG",135.571,"APA_2022_RISK_024","RISKS RELATED TO RESERVES AND LEASEHOLD ACREAGE","RISKS RELATED TO RESERVES AND LEASEHOLD ACREAGE","","APA","2026-03-13T06:46:05.497985Z"
1790,"1",831,"Risks related to our Business and our Industry
Our success depends, in part, on the quality, efficacy and safety of our products. Our success depends, in part, on the quality, efficacy and safety of our products. If our products are found to be defective or unsafe, our product claims are found to be deceptive, or our products otherwise fail to meet our consumers’ expectations, our relationships with customers or consumers could suffer, the appeal of our brands could be diminished, and we could lose sales and become subject to liability or claims, any of which could result in a material adverse effect on our business. In addition, counterfeit versions of some of our products may be sold by third parties, which may pose safety risks, may fail to meet consumers’ expectations, and may have a negative impact on our business.","2026-03-13T06:46:13.896536Z","2021-08-27",0.6977,"Product Liability",295,"Product Liability",7.962,"EL_2021_RISK_016","Risks related to our Business and our Industry","Risks related to our Business and our Industry","","EL","2026-03-13T06:46:13.896547Z"
1791,"1",1977,"Risks Relating to Our Industry
The ongoing COVID-19 pandemic, including the related impact on the U.S. and global economies, had materially and adversely affected our results of operations. We expect the pandemic and its impact on our business may continue, and potentially even worsen, but we cannot predict the magnitude or duration of its continued impact, particularly given the great uncertainties associated with COVID-19, including regarding the reopening of the U.S. and global economies and the recovery from its devastating economic and other effects. The ultimate impact of COVID-19 on our results of operations, financial position and liquidity is not yet known, and likely will not be known for some time, but includes the following: Adverse Legislative and Regulatory Action. Legislative and regulatory initiatives taken or which may be taken in response to COVID-19 may adversely affect us, particularly in our workers’ compensation and property coverages businesses. For example, our business may be subject to, certain initiatives, including, but not limited to: legislative and regulatory action that seeks to retroactively mandate coverage for losses that our insurance policies would not otherwise cover and which were not priced to cover; legislative and regulatory action providing for shifting presumptions with respect to the burdens of proof for “essential” workers on workers’ compensation coverages and varying definitions of “essential” workers; actions prohibiting us from cancelling insurance policies in accordance with our policy terms or non-renewing policies at their natural expiration; and/or orders to provide premium refunds, grant extended grace periods for premium payments, and provide extended time to pay past due premiums. Any such action would likely increase both our underwriting losses and our expenses and any legal challenges to any such action could take years to resolve. Claim Losses Related to COVID-19 May Exceed Reserves.","2026-03-13T06:46:34.996244Z","2022-02-24",0.6965,"Non-ESG",296,"Non-ESG",20.74,"WRB_2022_RISK_013","Risks Relating to Our Industry","Risks Relating to Our Industry","","WRB","2026-03-13T06:46:34.996254Z"
1792,"1",429,"Risks Related to Our Business and Operations
We may not be able to purchase properties pursuant to our rights under certain agreements, including put-call, call right, right of first refusal agreements and right of first offer agreements, if we are unable to obtain additional financing. In addition, pursuant to one such agreement, we may be forced to dispose of Harrah’s Las Vegas to Caesars, possibly on disadvantageous terms.","2026-03-13T06:46:43.811958Z","2023-02-23",0.9864,"Non-ESG",297,"Non-ESG",8.448,"VICI_2023_RISK_033","Risks Related to Our Business and Operations","Risks Related to Our Business and Operations","","VICI","2026-03-13T06:46:43.811978Z"
1793,"1",1541,"Financial and Liquidity Risks
Negative tax consequences could materially and adversely affect the Company’s business. The Company is subject to the tax laws of the many jurisdictions in which it operates. These tax laws are complex, and the manner in which they apply to the Company’s facts is sometimes open to interpretation. In calculating the provision for income taxes, the Company must make judgments about the application of these inherently complex tax laws. The Company’s domestic and international tax liabilities are largely dependent upon the distribution of profit before tax among these many jurisdictions. However, the Company’s provision for income taxes also includes estimates of additional tax that may be incurred for tax exposures and reflects various estimates and assumptions, including assessments of future earnings of the Company that could impact the valuation of its deferred tax assets. The Company’s future results of operations and tax liability could be adversely affected by changes in the effective tax rate as a result of a change in the mix of earnings in countries with differing statutory tax rates, changes in the overall profitability of the Company, changes in tax legislation and rates, changes in generally accepted accounting principles, changes in the valuation of deferred tax assets and liabilities, changes in the amount of earnings permanently reinvested offshore, the results of audits and examinations of previously filed tax returns, and ongoing assessments of the Company’s tax exposures.","2026-03-13T06:46:50.567958Z","2022-02-23",0.976,"Non-ESG",298,"Non-ESG",6.367,"MHK_2022_RISK_056","Financial and Liquidity Risks","Financial and Liquidity Risks","","MHK","2026-03-13T06:46:50.567966Z"
1794,"1",1783,"Risks Related to Our Business
Increased competition for acquisitions may result in fewer acquisition opportunities for us, higher acquisition prices, and increased difficulty in negotiating and consummating agreements to acquire such towers. Furthermore, to the extent that the tower acquisition opportunities are for significant tower portfolios, some of our competitors and financial sponsors are significantly larger and have greater financial resources than we do. Finally, laws regulating competition, domestically and internationally, may limit our ability to acquire certain portfolios. As a result of these risks, the cost of acquiring these towers may be higher than we expect, or we may not be able to meet our annual and long-term tower portfolio growth targets. If we are not able to successfully address these challenges, we may not be able to materially increase our tower portfolio in the long-term through acquisitions. Our ability to build new towers is dependent upon the availability of sufficient capital to fund construction, our ability to locate, and acquire at commercially reasonable prices, attractive locations for such towers and our ability to obtain the necessary zoning and permits. Local regulations, including municipal or local ordinances, zoning restrictions and restrictive covenants imposed by community developers, vary greatly, but typically require antenna tower and structure owners to obtain approval from local officials or community standards organizations prior to tower or structure construction or modification. With respect to our international new builds, our tower construction may be delayed or halted as a result of local zoning restrictions, inconsistencies between laws or other barriers to construction in international markets.","2026-03-13T06:47:22.545370Z","2022-03-01",0.9672,"Non-ESG",299,"Non-ESG",31.597,"SBAC_2022_RISK_018","Risks Related to Our Business","Risks Related to Our Business","","SBAC","2026-03-13T06:47:22.545381Z"
