"annotation_id","annotator","char_count","combined_text","created_at","filing_date","finbert_confidence","finbert_label","id","label","lead_time","paragraph_id","risk_heading","risk_section","ticker","updated_at"
2176,"1",1046,"Other Risks
Our continued growth requires us to recruit and retain talented employees representing diverse backgrounds, experiences, and skill sets. The market for highly skilled workers and leaders in our industry is extremely competitive and our ability to compete depends on our ability to hire, develop and motivate highly skilled personnel in all areas of our organization. Maintaining our brand and reputation, as well as a diverse, equitable and inclusive work environment enables us to attract top talent. If we are less successful in our recruiting efforts, or if we cannot retain highly skilled workers and key leaders, our ability to develop and deliver successful products and services may be adversely affected. In addition, effective succession planning is important to our long-term success. Any unsuccessful implementation of our succession plans or failure to ensure effective transfer of knowledge and smooth transitions involving key employees could adversely affect our business, financial condition, or results of operations.","2026-03-16T04:45:26.127030Z","2023-02-16",0.9798,"Human Capital",1181,"Human Capital",3.501,"JNJ_2023_RISK_046","Other Risks","Other Risks","JNJ","2026-03-16T04:45:26.127041Z"
2177,"1",1911,"Our operations may present a safety risk to our employees and others.
Notwithstanding our emphasis on the safety of our employees and contractors and the precautions we take related to health and safety, we may be unable to avoid safety incidents relating to our operations that result in injuries or deaths. Certain safety incidents may result in legal or regulatory action that could result in increased expenses or reputational damage. We maintain workers' compensation insurance to address the risk of incurring material liabilities for injuries or deaths, but there can be no assurance that the insurance coverage will be adequate or will continue to be available on terms acceptable to us, or at all, which could result in material liabilities to us for any injuries or deaths. Changes to federal, state, and local employee health and safety regulations, and legislative, regulatory, or societal responses to safety incidents may result in heightened regulations or public scrutiny that may increase our compliance costs or result in reputational damage. The manufacturing and sale of our products, as well as the construction and sale of plants and facilities, may give rise to risks associated with the production, filling, storage, handling, and transport of raw materials, goods, or waste. Our products and services, if defective or not handled or performed appropriately, have in the past and may in the future lead to personal injuries, business interruptions, environmental damages, or other significant damages, which may result, among other consequences, in liability, losses, monetary penalties, or compensation payments, environmental clean-up costs, or other costs and expenses, exclusion from certain market sectors deemed important for future development of the business, and/or loss of reputation, all of which could have a material adverse effect on our business and results of operations.","2026-03-16T04:45:30.091627Z","2024-11-21",0.9638,"Human Capital",1182,"Human Capital",3.467,"APD_2024_RISK_020","Our operations may present a safety risk to our employees and others.","Legal and Regulatory Risks","APD","2026-03-16T04:45:30.091637Z"
2178,"1",2013,"Operational Risks
Our global operations expose us to risks associated with public health crises that could have an adverse effect on our business results and financial condition. For instance, since late 2019, the coronavirus pandemic (COVID-19) has spread globally in all countries where we conduct business. The COVID-19 pandemic is evolving and has led to the implementation of various responses, including government-imposed quarantines, stay-at-home orders and lockdowns, travel restrictions, vaccination and testing requirements, and other public health safety measures. These restrictions continue to change as COVID-19 evolves, variants are discovered, and vaccinations are distributed in each country and region. The COVID-19 pandemic has resulted and may continue to result in significant disruptions to the global economy, as well as to businesses and capital markets around the world. COVID-19 has interfered and may continue to interfere with general commercial activity related to our supply chain and customer base. In addition, COVID-19 may negatively affect our customers’ businesses, which may result in delayed or reduced purchases from us. Some customers may also have difficulty meeting their payment obligations to us, resulting in late payments or an inability of some customers to make payments at all. As the COVID-19 pandemic continues, we may experience volatility in our results, including reduced global sales volume from lower customer demand. Our operations could be negatively affected if our employees are subject to governmental COVID-19 curfews, stay-at-home orders, lockdowns, or facility closures, or if they are quarantined or become ill as a result of exposure to COVID-19. Future impacts to the Company's business as a result of COVID-19 and its variants could also include disruptions to the Company's manufacturing operations caused by lockdowns, facility closures, reductions in operating hours, staggered shifts and other social distancing efforts, and labor shortages.","2026-03-16T04:45:45.396134Z","2022-02-11",0.9579,"Human Capital",1183,"Human Capital",14.786,"MTD_2022_RISK_002","Operational Risks","Operational Risks","MTD","2026-03-16T04:45:45.396145Z"
2179,"1",2012,"Operational Risks
While we have taken steps to build momentum in the growth drivers of our business, we cannot assure you those steps will lead to sales growth. Failure to achieve any of our goals regarding FMI, Onsites, national accounts, digital solutions, and international operations, or other growth drivers could negatively impact our long-term sales growth. In fact, the COVID-19 pandemic has made gaining access to customers more challenging due to both alternative work arrangements to manage risk of infection in workplaces and due to shifts in priorities to short-term crisis management and away from long-term strategic planning. This has resulted in our signings of Onsites and FMI installations, both important indicators of future sales growth, to be below target levels in 2020 and 2021. Further, failure to identify appropriate targets for our Onsite channel and FMI tools or failure to persuade the appropriate targets to adopt these offerings once identified may adversely impact our goals regarding the number of new Onsite locations we are able to open or the number of FMI installations we are able to deploy. Our competitive advantage in FMI Solutions, which includes industrial vending (FASTVend) and bin stock (FASTStock and FASTBin) tools could be eliminated and, in the case of FASTVend, the loss of key suppliers of equipment and services could be impactful and result in failure to deploy devices. We believe we have a competitive advantage in industrial vending and bin stock due to our hardware and software, our local branch presence (allowing us to service devices and bins more rapidly and with less burden on our customers), our depth of products that lend themselves to being dispensed through industrial vending devices or bin stocks, and, in North America, our distribution strength. These advantages have developed over time; however, other competitors could respond to our expanding industrial vending and bin stock position with highly competitive platforms of their own.","2026-03-16T04:51:31.959403Z","2022-02-07",0.9714,"Human Capital",1184,"Non-ESG",346.031,"FAST_2022_RISK_010","Operational Risks","Operational Risks","FAST","2026-03-16T04:51:31.959414Z"
2180,"1",1962,"Risks Related to Our Operations
Our business depends on our ability to attract and retain talented employees representing diverse backgrounds, experiences and skill sets. The market for highly skilled personnel and leaders in our industry is extremely competitive, and our ability to compete depends on our ability to hire, develop, motivate and retain highly skilled personnel and leaders in all areas of our business and in all geographic markets in which we operate, particularly as we continue to implement our digital-first strategy and expand our global operations. A failure to maintain our brands and our reputation, as well as a diverse, equitable and inclusive work environment, could adversely affect our ability to attract and retain top talent. If we are less successful in our hiring efforts, or, if we cannot retain highly skilled workers and key leaders, then our ability to develop, market and sell successful products could be adversely affected. Furthermore, our ability to attract and retain talent has been, and may continue to be, impacted to varying degrees by challenges in the labor market that emerge from time to time, such as wage inflation, labor shortages, changes in immigration laws and government policies and a shift toward remote work and other flexible work arrangements. As part of J&J, we were able to capitalize on J&J’s historical market reputation, performance and corporate brand identity to attract and retain key personnel to run and operate our business. As an independent, publicly traded company, we do not have the same historical market reputation, performance or corporate brand identity as J&J, which may make it more difficult for us to attract or retain such personnel. In connection with the Separation, we hired and integrated a significant number of employees on an expedited basis to enable us to continue to operate without the same access to J&J’s existing operational and administrative infrastructure.","2026-03-16T04:51:35.692489Z","2024-03-01",0.9822,"Human Capital",1185,"Human Capital",3.163,"KVUE_2024_RISK_072","Risks Related to Our Operations","Risks Related to Our Operations","KVUE","2026-03-16T04:51:35.692499Z"
2181,"1",845,"Risks related to human capital:
The talents and efforts of our employees, particularly our key management, are vital to our success. The members of our management team have significant industry experience, and if any member leaves the Company, such member would be difficult to replace. In addition, institutional knowledge may be lost in any potential managerial transition. We may be unable to retain key management or attract other highly qualified employees, particularly if we do not offer employment terms that are competitive with the rest of the labor market. Failure to attract, hire, develop, motivate, and retain highly qualified and diverse employee talent, or failure to develop and implement an adequate succession plan for the management team, could disrupt our operations and adversely affect our business and our future success.","2026-03-16T04:51:38.890531Z","2024-02-16",0.9633,"Human Capital",1186,"Human Capital",2.646,"HCA_2024_RISK_013","Risks related to human capital:","Risks related to human capital:","HCA","2026-03-16T04:51:38.890539Z"
2182,"1",689,"Attract and Hire
We employ extensive recruiting practices with the goal of developing qualified and deep candidate pools and attracting candidates from both established and new sources. We believe that our recruitment efforts generally have enabled us to present diverse and high-potential pools of job candidates to our hiring managers. In turn, we train our hiring managers about identifying and avoiding unconscious biases they may have during the interview and selection process and the importance of employing individuals with different kinds of experiences and backgrounds. We believe these strategies collectively enhance our applicant pools and contribute to our continued success.","2026-03-16T04:51:41.455108Z","2024-02-26",0.9828,"Human Capital",1187,"Human Capital",2.029,"PGR_2024_RISK_025","Attract and Hire","Attract and Hire","PGR","2026-03-16T04:51:41.455122Z"
2183,"1",1913,"Competition for management and franchise contracts
A significant number of our employees (approximately 30 percent) and employees of our hotel owners are covered by collective bargaining agreements and similar agreements. If relationships with our employees or employees of our hotel owners or the unions that represent them become adverse, the properties we manage, franchise, own or lease could experience labor disruptions such as strikes, lockouts, boycotts and public demonstrations. A number of our collective bargaining agreements are in the process of being renegotiated, and, if more employees become unionized, we may be required to negotiate additional collective bargaining agreements in the future. Labor disputes, which may be more likely when collective bargaining agreements are being negotiated, could harm our relationship with our employees or employees of our hotel owners, result in increased regulatory inquiries and enforcement by governmental authorities and deter guests. Further, adverse publicity related to a labor dispute could harm our reputation and reduce customer demand for our services. Labor regulation and the negotiation of new or existing collective bargaining agreements could lead to higher wage and benefit costs, changes in work rules that raise operating expenses, legal costs and limitations on our ability or the ability of our third-party property owners to take cost saving measures during economic downturns. We do not have the ability to influence the negotiations of collective bargaining agreements covering unionized labor employed by third-party property owners. Increased unionization of our workforce, new labor legislation or changes in regulations could disrupt our operations and our ability to promote services expected by customers, reduce our profitability or interfere with the ability of our management to focus on executing our business strategies.","2026-03-16T04:51:44.894654Z","2022-02-16",0.9773,"Human Capital",1188,"Human Capital",2.875,"HLT_2022_RISK_074","Competition for management and franchise contracts","Competition for hotel guests","HLT","2026-03-16T04:51:44.894679Z"
2184,"1",1314,"General Risks
Since COVID-19 was declared a global pandemic by the World Health Organization, our business, operations and financial performance have been, and may continue to be, affected by the macroeconomic impacts resulting from the efforts to control the spread of COVID-19. As a result of the scale of the ongoing pandemic, including the introduction of new variants of COVID-19 and vaccination and other efforts to control the spread, our revenue growth rate and expenses as a percentage of our revenues in future periods may differ significantly from our historical rates, and our future operating results may fall below expectations. Additionally, we may experience a significant and prolonged shift in user behavior such as a shift in interests to less commercial topics. As a result of the pandemic, our workforce shifted to operating in a primarily remote working environment, which continues to create inherent productivity, connectivity, and oversight challenges. The effects of the ongoing pandemic are dynamic and uneven. As we prepare to return our workforce in more locations back to the office, we may experience increased costs and/or disruption as we experiment with hybrid work models, in addition to potential effects on our ability to operate effectively and maintain our corporate culture.","2026-03-16T04:51:48.877492Z","2022-02-02",0.9727,"Human Capital",1189,"Human Capital",3.419,"GOOGL_2022_RISK_066","General Risks","General Risks","GOOGL","2026-03-16T04:51:48.877501Z"
2185,"1",201,"II.           Insurance Risks
Our ability to attract, develop, and retain talent, including employees, managers, and executives, and to maintain appropriate staffing levels, is critical to our success.","2026-03-16T04:51:53.902467Z","2026-03-02",0.9739,"Human Capital",1190,"Human Capital",4.5,"PGR_2026_RISK_082","II.           Insurance Risks","II.           Insurance Risks","PGR","2026-03-16T04:51:53.902479Z"
2186,"1",1872,"Regulatory, Legal and Compliance Risks
Enactment and enforcement of various federal, state and local laws, rules and regulations on immigration and labor organizations may adversely impact the availability and costs of labor for Domino’s and franchisees’ stores in a particular area or across the United States. In addition, third-party suppliers may be affected by higher minimum wage standards, which may increase the price of goods and services they supply to us. Such increased expenses may cause our franchisees to exit the business or cause us to reduce the number of Company-owned stores, or otherwise adversely affect the amount of royalty payments and license fees we receive. On January 12, 2020, the U.S. Department of Labor announced a final rule to update and clarify the definition of joint employer under the FLSA. Under the final rule, the general test for assessing whether a party can be deemed a joint employer would be based upon whether that party (i) hires or fires the employee; (ii) supervises and controls the employee’s work schedule or conditions of employment; (iii) determines the employee’s rate and method of payment; and (iv) maintains the employee’s employment records. In the final rule, the Department of Labor describes instances in which joint employment would not be more or less likely to be found to exist under the FLSA, which, according to the Department of Labor, includes the relationships that exist under the typical franchise business model. This rule may reduce a franchisor’s risk of liability that currently exists under the joint employer standard now in effect under the FLSA (though ultimately, the facts specific to the franchisor-franchisee model at issue would be considered when determining liability). On July 29, 2021, the current administration’s Department of Labor issued a final rule rescinding the 2020 rule.","2026-03-16T04:51:58.571446Z","2024-02-26",0.9703,"Human Capital",1191,"Human Capital",4.114,"DPZ_2024_RISK_068","Regulatory, Legal and Compliance Risks","Regulatory, Legal and Compliance Risks","DPZ","2026-03-16T04:51:58.571488Z"
2187,"1",1454,"We must attract, retain, and motivate highly skilled employees.
To remain competitive, we must maintain a highly skilled, diverse workforce and effectively manage succession for key roles. Hiring, retaining and motivating qualified executives and other skilled talent is critical to our business and competition can be intense. If our total compensation programs, employment benefits, and workplace culture are not viewed as competitive and inclusive, our ability to attract and retain talent could be compromised. At times, we experience higher levels of attrition and more intense competition for talent across our industry, which can lead to increased compensation costs. To the extent we experience significant attrition and are unable to timely replace employees, we could experience a loss of critical skills and reduced employee morale, potentially resulting in business disruptions, inefficiencies during transitional periods and increased expenses. Additionally, changes to immigration policies in the countries in which we operate, as well as restrictions on travel due to public health crises or other causes, may limit our ability to hire and/or retain talent in, or transfer talent to, specific locations. Our business success is dependent on our ability to attract, retain and motivate key talent. Our inability to do so could inhibit our ability to maintain or expand our business operations and may adversely impact our operating results.","2026-03-16T04:52:02.170751Z","2024-10-04",0.9647,"Human Capital",1192,"Human Capital",3.045,"MU_2024_RISK_040","We must attract, retain, and motivate highly skilled employees.","31 | 2024 10-K","MU","2026-03-16T04:52:02.170760Z"
2188,"1",1763,"Business and Operational Risks
In addition, because the pandemic has decreased customer demand in many of our end-markets, some of our businesses have continued to operate at reduced capacity. We cannot predict the number or timing of any future facility closures, the potential for operating at reduced capacity or the size of the workforce that may be impacted by potential labor actions such as furloughs or layoffs. The extent to which our operations may be impacted by COVID-19 will depend on future developments that are highly uncertain, including the pandemic's duration, the emergence of different COVID-19 variants, the efficacy and adoption rates of vaccines, the availability of recently approved oral medicines and actions by governments and private enterprises to contain the outbreak or mitigate the impact of the pandemic. For example, applicable laws and government measures, such as U.S. federal vaccine mandates or Occupational Safety and Health Administration requirements for vaccination or regular testing, could also result in skilled labor impacts including voluntary attrition or difficulty finding labor or otherwise adversely affect our ability to operate our facilities, obtain materials and component inputs from suppliers or deliver our products in a timely manner. Furthermore, the pandemic has impacted and may further impact the broader economies of affected countries, including negatively impacting economic growth, the proper functioning of financial and capital markets, foreign currency exchange rates and interest rates. Due to the continuing uncertainties surrounding the pandemic, we are unable to predict the ultimate impact that it will have on our financial position, operating results and cash flows in future periods.","2026-03-16T04:52:06.925597Z","2022-02-11",0.9693,"Human Capital",1193,"Human Capital",4.217,"DOV_2022_RISK_003","Business and Operational Risks","Business and Operational Risks","DOV","2026-03-16T04:52:06.925611Z"
2189,"1",1896,"Business and Operational Risks
The outbreak and global spread of COVID-19, and the preventative or protective actions that governments, corporations, individuals and we are taking and may continue to take in an effort to limit the impact of COVID-19, have resulted in a period of business disruption and increased economic uncertainty. The spread of COVID-19 has caused us to modify our business practices, including vaccination and testing requirements, employee travel, access to customer sites, employee and contractor remote work and restrictions to physical participation in meetings, events and conferences. Illness, travel restrictions or other workforce disruptions could adversely affect our supply chain and our access to suppliers of important technologies and components, our ability to timely and satisfactorily complete our clients’ projects, our ability to provide services to our clients or our other business processes. We may take further actions that we determine are in the best interests of our employees, customers and business partners or may be required by government authorities. For example, on September 9, 2021, President Biden issued a series of executive orders to combat COVID-19, including an executive order that would have required us, as a federal contractor, to have our employees fully vaccinated unless the employee is legally entitled to a religious or medical exemption. That executive order is currently under a nationwide injunction and its future is uncertain. In any event, there is no certainty that such measures will be sufficient to mitigate the risks posed by COVID-19. In addition, as local conditions and regulations continue to permit the return of employees to business generally, our workforce may not be able to return to work in person immediately, if at all, or may instead choose to pursue competing employment opportunities, including as","2026-03-16T04:52:21.901640Z","2022-02-15",0.9864,"Human Capital",1194,"Human Capital",14.422,"LDOS_2022_RISK_037","Business and Operational Risks","Business and Operational Risks","LDOS","2026-03-16T04:52:21.901650Z"
2190,"1",1601,"Our business success depends on attracting and retaining qualified personnel.
Our ability to sustain and grow our business requires us to hire, retain and develop a high-performance, customer-centric and diverse management team and workforce. Continuous efficient and timely customer service, customer support and customer intimacy are essential to enabling customer loyalty and driving our financial results. Our growth strategies require that we pivot to new talent capability investments and build the workforce of the future, with an emphasis on developing skills in digital and consultative, outcome-based selling. Failure to ensure that we have the leadership and talent capacity with the necessary skillset and experience could impede our ability to deliver our growth objectives, execute our strategic plan and effectively transition our leadership. Any unplanned turnover or inability to attract and retain key employees could have a negative effect on our results of operations. Our ability to convert backlog into revenue requires us to maintain a labor force that is sufficiently large enough to support our manufacturing operations to meet customer demand, as well as provide on-site services and project support for our customers. This includes recruiting, hiring and retaining skilled trade workers to support our direct channel field businesses. We have in the past, and could in the future, experience shortages for skilled or unskilled labor. The impacts of such labor shortages could limit our ability to convert backlog into revenue and negatively impact our results of operations.","2026-03-16T04:52:26.442736Z","2023-12-14",0.9807,"Human Capital",1195,"Human Capital",4.007,"JCI_2023_RISK_024","Our business success depends on attracting and retaining qualified personnel.","Risks Related to Our Business Operations","JCI","2026-03-16T04:52:26.442746Z"
2191,"1",1983,"Business, Strategic and Competitive Risks
Failure to attract, develop and retain qualified employees while controlling labor costs, as well as other labor issues, including employee safety issues, could adversely affect our financial performance. Our future growth and performance, positive customer experience and legal and regulatory compliance depends on our ability to attract, develop, retain and motivate qualified employees while operating in an industry challenged by historically high rates of employee turnover. Our ability to meet our labor needs, while controlling our labor costs, is subject to many external factors, including competition for and availability of qualified personnel, unemployment levels, wage rates and salary levels (including the heightened possibility of increased federal, state and/or local minimum wage rates/salary levels), health and other insurance costs, changes in employment and labor laws or other workplace regulations (including those relating to employee benefit programs such as health insurance and paid leave programs), employee activism, employee safety issues, employee expectations and productivity, and our reputation and relevance within the labor market. If we are unable to attract, develop and retain adequate numbers of qualified employees, our operations, customer service levels, legal and regulatory compliance, and support functions could suffer. In addition, to the extent a significant portion of our employee base unionizes, or attempts to unionize, our labor and other related costs could increase, and it is possible that federal agencies may adopt or impose regulatory or other changes to existing law that could facilitate union organizing. Our ability to pass along labor and other related costs to our customers is constrained by our everyday low price model, and we may not be able to offset such increased costs elsewhere in our business. Our success depends on our executive officers and other key personnel.","2026-03-16T04:52:32.471317Z","2023-03-24",0.9817,"Human Capital",1196,"Human Capital",5.493,"DG_2023_RISK_024","Business, Strategic and Competitive Risks","","DG","2026-03-16T04:52:32.471326Z"
2192,"1",1175,"Failure to attract and retain a qualified workforce could have an adverse effect on our business.
Certain events such as an aging workforce without adequate workforce plans and replacements, a lack of skill set to complement evolving business needs, a culture that does not foster inclusion, a labor strike and unavailability of resources due to health impacts or protocol mandates related to the COVID-19 pandemic may lead to operating challenges and increased costs. The challenges include loss of knowledge and a lengthy time period associated with skill development, increased turnover, costs for contractors to replace employees, and productivity and safety costs. Specialized knowledge is required of the technical and support employees for our carbon-free infrastructure investments and generation and T&D operations. There is competition and a tightening market for skilled employees. Failure to hire and adequately train and retain employees, including the transfer of significant historical knowledge and expertise to new employees, or future availability and cost of contract labor may adversely affect our results of operations, financial position and cash flows.","2026-03-16T04:52:39.538882Z","2022-02-24",0.9899,"Human Capital",1197,"Human Capital",6.51,"PEG_2022_RISK_017","Failure to attract and retain a qualified workforce could have an adverse effect on our business.","GENERAL OPERATIONAL AND FINANCIAL RISKS","PEG","2026-03-16T04:52:39.538893Z"
2193,"1",2389,"Legal and Regulatory Risks
Our business is subject to extensive federal, state, local and international laws and regulations, including those relating to: •preparation, sale and labeling of food, including regulations of the Food and Drug Administration, which oversees the safety of the entire food system and covers inspections and mandatory food recalls, menu labeling and nutritional content;•employment practices and working conditions, including minimum wage rates, wage and hour practices, meal and rest breaks, fair workweek/secure scheduling and “just cause” legislation, employment of minors, discrimination, harassment, classification of employees, paid and family leave, workplace safety, immigration and overtime among others;•privacy and data security (including regulations governing the protection of personal information, advertising and marketing, access by children, biometrics, surveillance, artificial intelligence, health-related information and financial information), such as California Privacy Rights Act and CCPA in California and privacy-related legislation in a growing number of other states, and international laws such as GDPR in the European Union and Personal Information Protection and Electronic Documents Act in Canada;•health, sanitation, safety and fire standards and the sale of alcoholic beverages;•building and zoning requirements, including state and local licensing and regulation governing the design and operation of facilities and land use;•claims made in marketing and advertising, including regarding nutritional information and sustainability impacts;•public accommodations and safety conditions, including the Americans with Disabilities Act and similar state laws that give civil rights protections to individuals with disabilities in the context of employment, public accommodations, online resources and other areas;•environmental matters, such as emissions and air quality; water consumption; the discharge, storage, handling, release and disposal of hazardous or toxic substances; local ordinances restricting the types of packaging we can use in our restaurants; and claims we make about our sustainability practices and achievements; •new or increased tariffs, trade sanctions or taxes; and•public company compliance, disclosure and governance matters, including accounting and tax regulations, SEC and NYSE disclosure requirements.","2026-03-16T04:52:52.514666Z","2025-02-05",0.9757,"Human Capital",1198,"Non-ESG",12.442,"CMG_2025_RISK_043","Legal and Regulatory Risks","Legal and Regulatory Risks","CMG","2026-03-16T04:52:52.514678Z"
2194,"1",594,"Our ability to attract and retain qualified employees is critical to the success of our business and the failure to do so may materially adversely affect our performance.
The supply of qualified technical, professional, managerial and other personnel, including cytotechs, phlebotomists and processors, is currently constrained; competition for qualified employees, even across different industries, is intense, including as individuals leave the job market.  We may lose, or fail to attract and retain, key management personnel, or qualified skilled technical, professional or other employees.","2026-03-16T04:53:05.291606Z","2023-02-21",0.9529,"Human Capital",1199,"Human Capital",12.239,"DGX_2023_RISK_028","Our ability to attract and retain qualified employees is critical to the success of our business and the failure to do so may materially adversely affect our performance.","RISKS RELATED TO OUR OPERATIONS","DGX","2026-03-16T04:53:05.291616Z"
2195,"1",177,"Risks Related to Our Business, Operations, and Industry
We must attract and retain qualified personnel to be successful, and competition for qualified personnel has intensified.","2026-03-16T04:53:07.374758Z","2023-05-25",0.8344,"Human Capital",1200,"Human Capital",1.532,"MCHP_2023_RISK_063","Risks Related to Our Business, Operations, and Industry","Risks Related to Our Business, Operations, and Industry","MCHP","2026-03-16T04:53:07.374783Z"
2196,"1",1844,"Risks Related to Our Operations and Business
The Company faces risks related to health epidemics and other outbreaks of communicable diseases, which could significantly disrupt operations and may materially and adversely affect its business and financial conditions. The global COVID-19 pandemic has had major impacts on the world, our industry and our Company. Despite protocols we have developed and deployed, COVID-19 and its variants present ongoing risks and challenges, and could continue to impact our people, operations and surrounding Communities. Efforts to control the spread of COVID-19 impacted the operation of Newmont’s mines and the development of projects and exploration activities and may continue to do so in the future. The governments in many of the jurisdictions in which we operate implemented restrictive measures such as travel bans, quarantine and self-isolation at various times during the pandemic and may do so again in the future. The scope and duration of any such restrictions remains outside of the Company’s control. The Company carefully considers government restrictions and the needs of its employees and host communities. Additionally, based upon evolving contagion rates or occurrences at our operating sites, senior management or the Board may be required to or decide to reduce or limit operational activities to essential care and maintenance procedures including the management of critical environmental systems. For example, in order to protect nearby communities and align with government travel restrictions or health considerations certain of Newmont’s operations were temporarily put into care and maintenance resulting in a temporary decrease in production at these sites in 2020 and 2021. Additionally, the majority of our sites experienced pandemic-related absenteeism in 2021 and early 2022.","2026-03-16T04:53:28.630613Z","2023-02-23",0.8468,"Human Capital",1201,"Human Capital",20.725,"NEM_2023_RISK_022","Risks Related to Our Operations and Business","Risks Related to Our Operations and Business","NEM","2026-03-16T04:53:28.630624Z"
2197,"1",2214,"If we are unable to attract, train and retain skilled employees to satisfy client demand, including highly skilled technical personnel and personnel with experience in key digital areas, as well as senior management to lead our business globally, our business and results of operations may be materially adversely affected.
Our success is dependent, in large part, on our ability to keep our supply of skilled employees, including project managers, IT engineers and senior technical personnel, in particular those with experience in key digital areas, in balance with client demand around the world and on our ability to attract and retain senior management with the knowledge and skills to lead our business globally. In 2021 and most of 2022, we, and we believe the IT industry as a whole, experienced unprecedented attrition. As a result, we hired over a hundred thousand new employees in each of 2021 and 2022. Correspondingly, we have needed to reskill, retain, integrate and motivate our large workforce with diverse skills and expertise in order to serve client demands across the globe, respond quickly to rapid and ongoing technological, industry and macroeconomic developments and grow and manage our business. The rate of attrition began to decrease in the second half of 2022, but if such attrition levels do not continue to decrease or if they increase again in the future, it could materially adversely affect our business. We also must continue to maintain a senior leadership team that, among other things, is effective in executing on our strategic goals and growing our digital business. The loss of senior executives, or the failure to attract, integrate and retain new senior executives as the needs of our business require, could have a material adverse effect on our business and results of operations. Competition for skilled labor is intense and, in some jurisdictions in which we operate and in key digital areas, there are more open positions than qualified persons to fill these positions. We compete for employees not only with other companies in our industry but also with companies in other industries, such as software services, engineering services and financial services companies.","2026-03-16T04:53:31.786333Z","2023-02-15",0.9249,"Human Capital",1202,"Human Capital",2.602,"CTSH_2023_RISK_003","If we are unable to attract, train and retain skilled employees to satisfy client demand, including highly skilled technical personnel and personnel with experience in key digital areas, as well as senior management to lead our business globally, our business and results of operations may be materially adversely affected.","Risks Related to our Business and Operations","CTSH","2026-03-16T04:53:31.786344Z"
2198,"1",177,"Risks Related to Our Business, Operations, and Industry
We must attract and retain qualified personnel to be successful, and competition for qualified personnel has intensified.","2026-03-16T04:53:33.746982Z","2024-05-23",0.8344,"Human Capital",1203,"Human Capital",1.442,"MCHP_2024_RISK_064","Risks Related to Our Business, Operations, and Industry","Risks Related to Our Business, Operations, and Industry","MCHP","2026-03-16T04:53:33.747001Z"
2199,"1",148,"Business Risks
The Company’s success depends largely on the continued service and availability of highly skilled employees, including key personnel.","2026-03-16T04:53:36.006527Z","2021-10-29",0.9266,"Human Capital",1204,"Human Capital",1.725,"AAPL_2021_RISK_032","Business Risks","Business Risks","AAPL","2026-03-16T04:53:36.006536Z"
2200,"1",223,"RISKS RELATED TO OUR OPERATIONS
Failure to attract, retain, develop, and motivate a highly skilled and diverse workforce, or failure to effectively manage changes in our workforce, could significantly impact our operations.","2026-03-16T04:53:38.285263Z","2026-02-24",0.9542,"Human Capital",1205,"Human Capital",1.762,"KDP_2026_RISK_028","RISKS RELATED TO OUR OPERATIONS","RISKS RELATED TO OUR OPERATIONS","KDP","2026-03-16T04:53:38.285273Z"
2201,"1",1845,"Risks Relating to Our Business
Our success substantially depends on the collective performance, contributions and expertise of our personnel including senior management and key personnel, qualified professional, scientific and technical operating staff and qualified sales representatives for our contract sales services. There is significant and increasing competition for qualified personnel, particularly those with higher educational degrees, such as a medical degree, a Ph. D. or an equivalent degree, cutting-edge skillsets, such as AI and machine learning, or relevant experience in the industry, including highly technical specialties such as clinical research associates, project managers and technology developers, and in the locations in which we operate. Increases in inflation, competition and shortages of qualified personnel in certain specialty areas may make it more difficult to hire and retain our key employees and could result in substantial increased costs, such as increased wage rates to attract and retain employees. Our efforts to attract, develop and retain highly skilled employees may be compounded by intensified restrictions on immigration particularly if fees are increased significantly on the transfer, renewal or extension of work visas. The departure of our key employees, or our inability to continue to identify, attract and retain qualified personnel or replace departed personnel in a timely fashion, may impact our ability to grow our business and compete effectively in our industry and may negatively affect our ability to meet financial and operational goals. We continue to hire personnel in countries where exceptional technical knowledge and other expertise are offered at lower costs, which increases the efficiency of our global workforce structure and reduces our personnel-related expenditures.","2026-03-16T04:53:40.801067Z","2026-02-17",0.9479,"Human Capital",1206,"Human Capital",1.975,"IQV_2026_RISK_084","Risks Relating to Our Business","Risks Relating to Our Business","IQV","2026-03-16T04:53:40.801081Z"
2202,"1",194,"Risks Related to Our Business Operations
Our business may be adversely affected by temporary work stoppages, union negotiations, labor disputes and other matters associated with our labor force.","2026-03-16T04:53:42.880411Z","2025-02-06",0.7943,"Human Capital",1207,"Human Capital",1.548,"TT_2025_RISK_043","Risks Related to Our Business Operations","Risks Related to Our Business Operations","TT","2026-03-16T04:53:42.880422Z"
2203,"1",756,"If we become subject to unfair hiring claims, we could be prevented from hiring needed employees, incur liability for damages and incur substantial costs in defending ourselves.
When companies in our industry lose employees to competitors, they frequently claim that these competitors have engaged in unfair hiring practices or that the employment of these persons would involve the disclosure or use of trade secrets. These claims could prevent us from hiring employees or cause us to incur liability for damages. We could also incur substantial costs in defending ourselves or our employees against these claims, regardless of their merits. Defending ourselves from these claims could also divert the attention of our management away from our operations.","2026-03-16T04:53:45.318519Z","2023-02-13",0.8189,"Human Capital",1208,"Human Capital",1.908,"CDNS_2023_RISK_048","If we become subject to unfair hiring claims, we could be prevented from hiring needed employees, incur liability for damages and incur substantial costs in defending ourselves.","Tax, Regulatory and Litigation Risks","CDNS","2026-03-16T04:53:45.318530Z"
